---,PlayMode,Level,Dungeon,Difficulty,PartInformation,PartOfLevel,TitleMessage,SubtitleMessage,NumberOfGarbage,NumberOfChests,NumberOfTraps,NumberOfSpiders,PathNumberMax,PathSpreadValues,TimeToGetHungry,bWaitForEndOfTime,PlayModeOfPart,Secret0Character,Secret0Color,Secret0SubColor,Secret0SloganIndex,Secret1Character,Secret1Color,Secret1SubColor,Secret1SloganIndex
190,"PM_DEFAULT","0","1","4","EPI_LEVEL3","EPI_LEVEL2","","","4","2","1","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
191,"PM_DEFAULT","0","1","4","EPI_LEVEL3","EPI_LEVEL3","","","4","3","1","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
192,"PM_DEFAULT","0","1","5","EPI_LEVEL1","EPI_LEVEL1","","","12","2","0","2","1","(1.000000)","280.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
193,"PM_DEFAULT","0","1","5","EPI_LEVEL2","EPI_LEVEL1","","","10","2","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
194,"PM_DEFAULT","0","1","5","EPI_LEVEL2","EPI_LEVEL2","","","5","6","1","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
195,"PM_DEFAULT","0","1","5","EPI_LEVEL3","EPI_LEVEL1","","","5","4","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
196,"PM_DEFAULT","0","1","5","EPI_LEVEL3","EPI_LEVEL2","","","12","4","0","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
197,"PM_DEFAULT","0","1","5","EPI_LEVEL3","EPI_LEVEL3","","","13","4","1","1","1","(1.000000)","280.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
198,"PM_DEFAULT","0","1","6","EPI_LEVEL1","EPI_LEVEL1","","","13","3","1","2","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
199,"PM_DEFAULT","0","1","6","EPI_LEVEL2","EPI_LEVEL1","","","9","4","0","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
200,"PM_DEFAULT","0","1","6","EPI_LEVEL2","EPI_LEVEL2","","","7","4","1","1","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
201,"PM_DEFAULT","0","1","6","EPI_LEVEL3","EPI_LEVEL1","","","8","1","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
202,"PM_DEFAULT","0","1","6","EPI_LEVEL3","EPI_LEVEL2","","","12","4","1","1","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
203,"PM_DEFAULT","0","1","6","EPI_LEVEL3","EPI_LEVEL3","","","12","4","1","1","1","(1.000000)","210.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
204,"PM_DEFAULT","0","1","7","EPI_LEVEL1","EPI_LEVEL1","","","13","3","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
205,"PM_DEFAULT","0","1","7","EPI_LEVEL2","EPI_LEVEL1","","","12","2","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
206,"PM_DEFAULT","0","1","7","EPI_LEVEL2","EPI_LEVEL2","","","14","4","1","1","1","(1.000000)","210.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
207,"PM_DEFAULT","0","1","7","EPI_LEVEL3","EPI_LEVEL1","","","8","2","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
208,"PM_DEFAULT","0","1","7","EPI_LEVEL3","EPI_LEVEL2","","","8","3","0","1","1","(1.000000)","190.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
209,"PM_DEFAULT","0","1","7","EPI_LEVEL3","EPI_LEVEL3","","","9","4","1","1","1","(1.000000)","180.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
210,"PM_DEFAULT","0","1","8","EPI_LEVEL1","EPI_LEVEL1","","","14","4","1","2","1","(1.000000)","190.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
211,"PM_DEFAULT","0","1","8","EPI_LEVEL2","EPI_LEVEL1","","","11","3","1","2","1","(1.000000)","190.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
212,"PM_DEFAULT","0","1","8","EPI_LEVEL2","EPI_LEVEL2","","","11","4","1","1","1","(1.000000)","170.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
213,"PM_DEFAULT","0","1","8","EPI_LEVEL3","EPI_LEVEL1","","","12","2","1","2","1","(1.000000)","190.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
214,"PM_DEFAULT","0","1","8","EPI_LEVEL3","EPI_LEVEL2","","","14","6","0","1","1","(1.000000)","210.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
215,"PM_DEFAULT","0","1","8","EPI_LEVEL3","EPI_LEVEL3","","","15","6","1","1","1","(1.000000)","230.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
216,"PM_DEFAULT","0","2","0","EPI_LEVEL1","EPI_LEVEL1","","","12","4","1","2","2","(0.500000,0.500000)","550.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
217,"PM_DEFAULT","0","2","0","EPI_LEVEL2","EPI_LEVEL1","","","12","4","1","2","2","(0.500000,0.500000)","550.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
218,"PM_DEFAULT","0","2","0","EPI_LEVEL2","EPI_LEVEL2","","","10","5","1","1","1","(1.000000)","600.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
219,"PM_DEFAULT","0","2","0","EPI_LEVEL3","EPI_LEVEL1","","","10","4","0","2","2","(0.500000,0.500000)","550.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
220,"PM_DEFAULT","0","2","0","EPI_LEVEL3","EPI_LEVEL2","","","10","4","1","1","1","(1.000000)","600.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
221,"PM_DEFAULT","0","2","0","EPI_LEVEL3","EPI_LEVEL3","","","10","5","0","2","1","(1.000000)","650.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
222,"PM_DEFAULT","0","2","1","EPI_LEVEL1","EPI_LEVEL1","","","14","4","1","2","2","(0.500000,0.500000)","450.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
223,"PM_DEFAULT","0","2","1","EPI_LEVEL2","EPI_LEVEL1","","","12","4","1","2","2","(0.500000,0.500000)","450.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
224,"PM_DEFAULT","0","2","1","EPI_LEVEL2","EPI_LEVEL2","","","12","6","1","1","1","(1.000000)","500.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
225,"PM_DEFAULT","0","2","1","EPI_LEVEL3","EPI_LEVEL1","","","12","3","1","2","2","(0.500000,0.500000)","450.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
226,"PM_DEFAULT","0","2","1","EPI_LEVEL3","EPI_LEVEL2","","","12","4","1","1","1","(1.000000)","500.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
227,"PM_DEFAULT","0","2","1","EPI_LEVEL3","EPI_LEVEL3","","","12","5","1","2","1","(1.000000)","550.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
228,"PM_DEFAULT","0","2","2","EPI_LEVEL1","EPI_LEVEL1","","","5","2","1","2","2","(0.500000,0.500000)","90.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
229,"PM_DEFAULT","0","2","2","EPI_LEVEL2","EPI_LEVEL1","","","5","2","0","2","2","(0.500000,0.500000)","100.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
230,"PM_DEFAULT","0","2","2","EPI_LEVEL2","EPI_LEVEL2","","","4","2","1","1","1","(1.000000)","110.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
231,"PM_DEFAULT","0","2","2","EPI_LEVEL3","EPI_LEVEL1","","","8","1","1","2","2","(0.500000,0.500000)","500.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
232,"PM_DEFAULT","0","2","2","EPI_LEVEL3","EPI_LEVEL2","","","9","2","0","1","1","(1.000000)","450.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
233,"PM_DEFAULT","0","2","2","EPI_LEVEL3","EPI_LEVEL3","","","7","3","1","2","1","(1.000000)","550.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
234,"PM_DEFAULT","0","2","3","EPI_LEVEL1","EPI_LEVEL1","","","10","3","1","2","2","(0.500000,0.500000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
235,"PM_DEFAULT","0","2","3","EPI_LEVEL2","EPI_LEVEL1","","","8","2","1","2","2","(0.500000,0.500000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
236,"PM_DEFAULT","0","2","3","EPI_LEVEL2","EPI_LEVEL2","","","10","3","1","1","1","(1.000000)","380.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
237,"PM_DEFAULT","0","2","3","EPI_LEVEL3","EPI_LEVEL1","","","8","2","1","2","2","(0.500000,0.500000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
238,"PM_DEFAULT","0","2","3","EPI_LEVEL3","EPI_LEVEL2","","","7","2","1","1","1","(1.000000)","410.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
239,"PM_DEFAULT","0","2","3","EPI_LEVEL3","EPI_LEVEL3","","","7","3","0","2","1","(1.000000)","370.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
240,"PM_DEFAULT","0","2","4","EPI_LEVEL1","EPI_LEVEL1","","","12","4","1","2","2","(0.500000,0.500000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
241,"PM_DEFAULT","0","2","4","EPI_LEVEL2","EPI_LEVEL1","","","10","3","0","2","2","(0.500000,0.500000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
242,"PM_DEFAULT","0","2","4","EPI_LEVEL2","EPI_LEVEL2","","","10","4","0","1","1","(1.000000)","330.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
243,"PM_DEFAULT","0","2","4","EPI_LEVEL3","EPI_LEVEL1","","","9","0","1","2","2","(0.500000,0.500000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
244,"PM_DEFAULT","0","2","4","EPI_LEVEL3","EPI_LEVEL2","","","10","5","0","1","1","(1.000000)","310.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
245,"PM_DEFAULT","0","2","4","EPI_LEVEL3","EPI_LEVEL3","","","8","6","1","2","1","(1.000000)","340.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
246,"PM_DEFAULT","0","2","5","EPI_LEVEL1","EPI_LEVEL1","","","12","5","1","2","2","(0.500000,0.500000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
247,"PM_DEFAULT","0","2","5","EPI_LEVEL2","EPI_LEVEL1","","","11","3","1","2","2","(0.500000,0.500000)","260.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
248,"PM_DEFAULT","0","2","5","EPI_LEVEL2","EPI_LEVEL2","","","9","4","1","1","1","(1.000000)","280.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
249,"PM_DEFAULT","0","2","5","EPI_LEVEL3","EPI_LEVEL1","","","10","1","1","2","2","(0.500000,0.500000)","280.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
250,"PM_DEFAULT","0","2","5","EPI_LEVEL3","EPI_LEVEL2","","","9","4","0","1","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
251,"PM_DEFAULT","0","2","5","EPI_LEVEL3","EPI_LEVEL3","","","9","5","1","2","1","(1.000000)","260.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
252,"PM_DEFAULT","0","2","6","EPI_LEVEL1","EPI_LEVEL1","","","15","5","1","2","2","(0.500000,0.500000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
253,"PM_DEFAULT","0","2","6","EPI_LEVEL2","EPI_LEVEL1","","","13","3","0","2","2","(0.500000,0.500000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
254,"PM_DEFAULT","0","2","6","EPI_LEVEL2","EPI_LEVEL2","","","8","3","1","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
255,"PM_DEFAULT","0","2","6","EPI_LEVEL3","EPI_LEVEL1","","","11","1","1","2","2","(0.500000,0.500000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
256,"PM_DEFAULT","0","2","6","EPI_LEVEL3","EPI_LEVEL2","","","9","2","0","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
